reviews,predicted_sentiment
luxury b b close state street downtown santa barbara trying many bb santa barbara go spot recently stayed overnight town see buena vista adios tour easy walk store restaurant theater stayed sunroom hayloft greenwich cottage,positive
decided stay microtel knoxville tennessee destination stopover previous stay microtel hotel tourist information center coupon booklet nice picture advertising queen bed 4999 friday night arrived hotel around 6 pm manager anand thakkar refused honor coupon,positive
overall hotel fine however bed hard rock beyond firm downright uncomfortable,neutral
team traveling soccer tornument west virginia got motel looked sketchy first sight first night stayed everything fine although teamate room said stain bed sheet next day got new towel one large towell,negative
great stay conference attending around corner convention center room clean great place stay especially price,positive
property mile dl main gate value property pretty good especially compared brand even marriott brand room large separate bedroom good wifi clean carpet bathroom etc safe could find may missed pool,positive
stopped night way gulf shore al cute old style hotel right heart downtown area arrived late asked front desk dinner recommendation suggested john city diner 4 block since wanted walk disappointed felt safe walking back room nice clean although bed definitely small uncomfortable complaint cost parking overnight 24 plus tip valet metered street parking available dont tell surrender key,positive
great place quick pick impressed room comfort level,positive
good neighborhood outside foothill florence,positive
took quick overnight trip escape bright city light hope viewing meteor shower hotel staff member emelia exceptionally accommodating second floor room gorgeous mountain view hotel staff completely gracious left hotel late view night sky returning,positive
picked hotel along trip home wisconsin west palm beach bit way worth trip quaint neat whole hotel like usually encounter nice courtyard back neat front desk area nice restaurant awesome room greeted,positive
stay great every way indoor pool clean great fun family breakfast tasty plentiful,positive
great stay best thing free dinner drink amenity expected clean comfortable room basic nice pool hot tub workout center good value youre paying would definitely stay,positive
